2.453965540589999873e+06 4.687472999999999956e+03 9.423693782202025204e+01 1.708999999999999986e+01
2.453965544460000005e+06 4.687182999999999993e+03 7.568384076269693139e+01 1.673999999999999844e+01
2.453965548320000060e+06 4.686637999999999920e+03 4.081681353051131111e+01 1.696000000000000085e+01
2.453965552170000039e+06 4.686484999999999673e+03 3.102845542678229407e+01 1.726000000000000156e+01
2.453965556040000170e+06 4.687193000000000211e+03 7.632360273027384778e+01 1.707999999999999829e+01
2.453965559900000226e+06 4.688323000000000320e+03 1.486167050648945747e+02 1.667000000000000171e+01
2.453965563800000120e+06 4.688457000000000335e+03 1.571895154302390836e+02 1.490000000000000036e+01
2.453965567720000166e+06 4.684818000000000211e+03 -7.561986456592759964e+01 1.725000000000000000e+01
2.453965571580000222e+06 4.683621000000000095e+03 -1.521993720832205668e+02 1.778000000000000114e+01
2.453965575449999887e+06 4.684225999999999658e+03 -1.134937730456898208e+02 1.694999999999999929e+01
2.453965579320000019e+06 4.684835000000000036e+03 -7.453226922108174790e+01 1.617000000000000171e+01
2.453965581590000074e+06 4.685282000000000153e+03 -4.593490927101027665e+01 1.486999999999999922e+01
2.453965581590000074e+06 4.685282000000000153e+03 -4.593490927101027665e+01 1.486999999999999922e+01
