2453965.53868	-0.2237	4.9385
2453965.53881	0.0053	4.9264
2453965.53896	-0.0907	4.9127
2453965.53909	0.0765	4.9013
2453965.53924	-0.1036	4.8889
2453965.53937	-0.006	4.8786
2453965.53949	0.0468	4.8687
2453965.53962	-0.0799	4.8592
2453965.53975	-0.0711	4.8501
2453965.53989	-0.0302	4.8405
2453965.54002	-0.0126	4.8321
2453965.54014	-0.0331	4.8241
2453965.54027	-0.0364	4.8164
2453965.54041	0.0061	4.8083
2453965.54054	-0.0909	4.8013
2453965.54066	-0.1998	4.7946
2453965.54079	-0.0547	4.7882
2453965.54092	-0.0657	4.7821
2453965.54105	-0.0713	4.7762
2453965.54117	0.0128	4.7707
2453965.54131	-0.0874	4.7649
2453965.54144	-0.0551	4.76
2453965.54157	-0.1208	4.7552
2453965.54169	-0.0591	4.7507
2453965.54182	-0.1224	4.7465
2453965.54195	-0.0761	4.7424
2453965.54208	-0.0108	4.7386
2453965.5422	0.0331	4.735
2453965.54234	-0.0423	4.7314
2453965.54247	0.0571	4.7282
2453965.5426	-0.0635	4.7252
2453965.54272	0.0693	4.7224
2453965.54285	-0.0315	4.7197
2453965.54298	0.0834	4.7172
2453965.54311	-0.0963	4.7149
2453965.54323	-0.012	4.7127
2453965.54336	0.0556	4.7107
2453965.54349	0.0772	4.7087
2453965.54362	0.0761	4.7069
2453965.54375	0.1684	4.7051
2453965.54388	-0.0164	4.7035
2453965.54401	-0.0631	4.702
2453965.54414	0.0165	4.7006
2453965.54426	0.067	4.6993
2453965.5444	0.0173	4.698
2453965.54453	-0.0148	4.6968
2453965.54466	-0.107	4.6956
2453965.54478	-0.0193	4.6945
2453965.54491	-0.0347	4.6935
2453965.54504	0.1351	4.6924
2453965.54517	0.072	4.6914
2453965.54529	-0.0926	4.6904
2453965.54542	-0.0496	4.6894
2453965.54555	0.1015	4.6884
2453965.54568	0.102	4.6874
2453965.5458	0.0262	4.6863
2453965.54594	0.0099	4.6852
2453965.54607	0.001	4.684
2453965.5462	0.0997	4.6829
2453965.54632	-0.0347	4.6816
2453965.54645	-0.0456	4.6803
2453965.54658	-0.0102	4.679
2453965.54671	0.0077	4.6775
2453965.54683	0.0708	4.676
2453965.54697	-0.0375	4.6743
2453965.5471	0.0484	4.6727
2453965.54723	-0.0768	4.671
2453965.54735	0.0579	4.6693
2453965.54748	-0.0649	4.6675
2453965.54761	0.1271	4.6657
2453965.54774	-0.0285	4.6639
2453965.54787	0.0824	4.6619
2453965.548	-0.0231	4.6601
2453965.54813	0.0056	4.6583
