2.453965540589999873e+06 4.861661000000000058e+03 1.024599326621435154e+02 1.515000000000000036e+01
2.453965544460000005e+06 4.861756999999999607e+03 1.083817589929798686e+02 1.528999999999999915e+01
2.453965548320000060e+06 4.860279999999999745e+03 1.727199346500486854e+01 1.610000000000000142e+01
2.453965552170000039e+06 4.858697000000000116e+03 -8.037645530328499888e+01 1.403999999999999915e+01
2.453965556040000170e+06 4.859896999999999935e+03 -6.353626167493751531e+00 2.155999999999999872e+01
2.453965559900000226e+06 4.862856999999999971e+03 1.762360190341545945e+02 2.191000000000000014e+01
2.453965563800000120e+06 4.861681999999999789e+03 1.037553321720034489e+02 1.744000000000000128e+01
2.453965567720000166e+06 4.861552999999999884e+03 9.579787803991050055e+01 1.703000000000000114e+01
2.453965571580000222e+06 4.861100999999999658e+03 6.791594573207765961e+01 1.816000000000000014e+01
2.453965575449999887e+06 4.860921999999999571e+03 5.687420705264840848e+01 2.010999999999999943e+01
2.453965579320000019e+06 4.860199999999999818e+03 1.233713818928919004e+01 1.878999999999999915e+01
2.453965581590000074e+06 4.860554000000000087e+03 3.417387278436752496e+01 1.878000000000000114e+01
2.453965581590000074e+06 4.860554000000000087e+03 3.417387278436752496e+01 1.878000000000000114e+01
