2.453965540589999873e+06 3.224400316517262013e+02 -7.520999999999999908e+00 1.890999999999999970e-13
2.453965544460000005e+06 3.969083246760386601e+02 -6.326999999999999957e+00 1.691000000000000065e-13
2.453965548320000060e+06 4.120706833072857194e+02 -5.990999999999999659e+00 1.687999999999999977e-13
2.453965552170000039e+06 6.228082754225142708e+02 -3.862999999999999989e+00 1.149999999999999896e-13
2.453965556040000170e+06 5.583842452889499555e+02 -3.983999999999999986e+00 1.035000000000000007e-13
2.453965559900000226e+06 4.166129932769771358e+02 -7.496999999999999886e+00 1.198999999999999990e-13
2.453965563800000120e+06 2.399107378361075291e+02 -1.003999999999999915e+01 9.473999999999999566e-14
2.453965567720000166e+06 6.544764928169898610e+01 -1.292999999999999972e+01 8.842999999999999529e-14
2.453965571580000222e+06 7.907457919077313591e+01 -1.140000000000000036e+01 1.039999999999999986e-13
2.453965575449999887e+06 1.965988526321160634e+02 -8.384999999999999787e+00 1.021000000000000017e-13
2.453965579320000019e+06 1.183559639991696599e+02 -8.397999999999999687e+00 1.202000000000000078e-13
2.453965581590000074e+06 1.328145844660705279e+02 -5.403999999999999915e+00 6.566999999999999937e-14
2.453965581590000074e+06 1.328145844660705279e+02 -5.403999999999999915e+00 6.566999999999999937e-14
