2.453965325655899942e+06 1.049739757502621273e+00 6.936041214822252776e-02
2.453965325696300250e+06 9.184163882790237210e-01 2.036865040742639188e-01
2.453965325736700557e+06 7.953590429318180277e-01 3.294131926744665595e-01
2.453965325777100865e+06 6.797041621443234982e-01 4.468789522689645688e-01
2.453965325817501172e+06 5.730221425656416567e-01 5.564972359960564940e-01
2.453965325857901480e+06 4.745642948791928273e-01 6.587687790399723298e-01
2.453965325898301788e+06 3.787432457658668206e-01 7.538140014387217924e-01
2.453965325938702095e+06 2.892880208598771485e-01 8.416451998900542630e-01
2.453965325979102403e+06 2.068466732944124753e-01 9.225721111516991257e-01
2.453965326019502711e+06 1.309166782383140160e-01 9.969410268909419948e-01
2.453965326059903018e+06 6.115674650594266765e-02 1.065071640810111298e+00
2.453965326100303326e+06 -1.780801403371431134e-03 1.127331597855020462e+00
2.453965326140703633e+06 -5.879320026504021579e-02 1.184102611370889679e+00
2.453965326181103941e+06 -1.104566129713396572e-01 1.235699965970211700e+00
2.453965326221504249e+06 -1.574950220668749901e-01 1.282379625035114490e+00
2.453965326261904556e+06 -2.007011706094228853e-01 1.324320075065068325e+00
2.453965326302304864e+06 -2.402506924747651318e-01 1.361653640998322645e+00
2.453965326342705172e+06 -2.761704660658061972e-01 1.394514181944503495e+00
2.453965326383105479e+06 -3.045733744099138884e-01 1.423305609309756692e+00
2.453965326423505787e+06 -3.281930329639240473e-01 1.448539679822181903e+00
2.453965326463906094e+06 -3.446737325448374079e-01 1.470741088052446077e+00
2.453965326504306402e+06 -3.622793861966073226e-01 1.490082324927254787e+00
2.453965326544706710e+06 -3.832620383686015653e-01 1.506056910943740057e+00
2.453965326585107017e+06 -3.934372137393911117e-01 1.518920569797971298e+00
2.453965326625507325e+06 -3.973380013366605290e-01 1.529588229082503137e+00
2.453965326665907633e+06 -4.044597894886922673e-01 1.538109833116585889e+00
2.453965326706307940e+06 -4.100453469501165182e-01 1.544229702741229726e+00
2.453965326746708248e+06 -4.150252803722644379e-01 1.547933519823036841e+00
2.453965326787108555e+06 -4.168680983196458301e-01 1.549316479289087223e+00
2.453965326827508863e+06 -4.158228933457813192e-01 1.548635102295327748e+00
2.453965326867909171e+06 -4.120632124716100408e-01 1.546138348185616795e+00
2.453965326908309478e+06 -4.069835441672271514e-01 1.541991147695598752e+00
2.453965326948709786e+06 -4.090499335145626469e-01 1.535720977639000839e+00
2.453965326989110094e+06 -4.043086473786610680e-01 1.527192395780335499e+00
2.453965327029510401e+06 -3.894533907950426532e-01 1.517406244072200927e+00
2.453965327069910709e+06 -3.769881231612225436e-01 1.506821784847940826e+00
2.453965327110311016e+06 -3.654284679127912661e-01 1.495201639424699414e+00
2.453965327150711324e+06 -3.469433027917533940e-01 1.482911787537598780e+00
2.453965327191111632e+06 -3.295710790216764829e-01 1.470329839662481763e+00
2.453965327231511939e+06 -3.206014273059779596e-01 1.456846168064413582e+00
2.453965327271912247e+06 -3.108645031782423795e-01 1.441939451135612948e+00
2.453965327312312555e+06 -3.005024427627213668e-01 1.425655063635733688e+00
2.453965327352712862e+06 -2.837801957942426845e-01 1.408413698124695967e+00
2.453965327393113170e+06 -2.646359278641755575e-01 1.390783622762370442e+00
2.453965327433513477e+06 -2.390973355282150770e-01 1.373372764472603924e+00
2.453965327473913785e+06 -2.173548322686514322e-01 1.356417298982713682e+00
2.453965327514314093e+06 -2.029439776132716811e-01 1.339261814795815742e+00
2.453965327554714400e+06 -1.879199434738666463e-01 1.321502163610388969e+00
2.453965327595114708e+06 -1.723762403784294683e-01 1.303229120364345350e+00
2.453965327635515016e+06 -1.543277937063367855e-01 1.284665585050283498e+00
2.453965327675915323e+06 -1.354806939308519365e-01 1.266068026676867131e+00
2.453965327716315631e+06 -1.144344596623656785e-01 1.247689602452173085e+00
2.453965327756715938e+06 -9.332133006529710895e-02 1.229751423380161635e+00
2.453965327797116246e+06 -7.207753334330918582e-02 1.212351880579346730e+00
2.453965327837516554e+06 -5.808055844321811240e-02 1.195112155692323874e+00
2.453965327877916861e+06 -4.652019934815699448e-02 1.177460181668133599e+00
2.453965327918317169e+06 -2.904714858427891525e-02 1.159658234407275668e+00
2.453965327958717477e+06 -1.199380515414168527e-02 1.142118849865422892e+00
2.453965327999117784e+06 4.315405225507109102e-03 1.124840630029496857e+00
2.453965328039518092e+06 2.247689828407561929e-02 1.107972095311863470e+00
2.453965328079918399e+06 4.174519635345356333e-02 1.091793064025808446e+00
2.453965328120318707e+06 5.425650049311453449e-02 1.076031374353266346e+00
2.453965328160719015e+06 6.693676758602550014e-02 1.060335287578063834e+00
2.453965328201119322e+06 8.965699229106771639e-02 1.045440653119715568e+00
2.453965328241519630e+06 1.083176253234298392e-01 1.031849196517285350e+00
2.453965328281919938e+06 1.219849259526576551e-01 1.019099212560252488e+00
