2.533317406148002590e-03 8.285013832171722603e-01 3.276684950105845928e-01 1.048797546720387679e-03 2.113216073171135523e-02
2.237704136097186988e-03 6.858821844238309762e-01 3.296810900792479515e-01 1.222914694731783028e-03 2.748607753146264931e-02
1.236834889641471192e-03 8.029471925901879859e-01 3.316936851479113102e-01 1.383482239141055380e-03 5.711558771738491080e-02
2.182877584010989042e-03 2.828970456813884038e-02 3.337062802165746689e-01 1.528784231850557895e-03 3.586524658063413445e-02
1.653132020873841800e-03 -2.652726415499185864e-01 3.357188752852380276e-01 1.507260187292509259e-03 4.595898437376452067e-02
3.204501255483020814e-03 -2.862126046393766998e-01 3.377314703539013863e-01 1.335730658567823572e-03 2.133239153724778014e-02
3.684070671299195278e-03 -2.428092429545205544e-01 3.397440654225647449e-01 1.529448217239901507e-03 2.086916772844445156e-02
2.909617576186805925e-03 -1.339598894196289969e-01 3.417566604912281036e-01 1.826190643864063082e-03 3.156276596397765422e-02
3.377830125976419035e-03 -1.054379869186999885e-01 3.437692555598914623e-01 1.924349129786988560e-03 2.916881547353345622e-02
2.615463012658217519e-03 -3.313766930999529903e-01 3.457818506285548210e-01 1.868862566461062516e-03 3.583084992520792211e-02
1.140389912583834571e-03 -2.294518773797514788e-01 3.477944456972181797e-01 1.459285820355244942e-03 6.510844341364896426e-02
2.406013556757371791e-03 -8.308717238359863977e-02 3.498070407658815384e-01 1.287295432803881208e-03 2.739489230603229727e-02
1.945181975190406545e-03 -1.334151695372710611e-01 3.518196358345448971e-01 1.534892519975976713e-03 3.956869052645657636e-02
1.024728483879272511e-03 1.078401757053493171e-01 3.538322309032082558e-01 1.383489023242101285e-03 6.772255938686522203e-02
1.824778155114956894e-03 5.593673806441545882e-02 3.558448259718716145e-01 1.627883752945397328e-03 4.568418308736482691e-02
2.128357193329478720e-03 -1.391085838025458710e-01 3.578574210405349731e-01 2.070643522857244095e-03 4.877119609624848418e-02
2.794490140571635230e-03 2.796412129519065815e-02 3.598700161091983318e-01 1.797099788867641702e-03 3.254712874967675279e-02
3.181692340812648789e-03 1.660221620959800859e-02 3.618826111778616905e-01 1.364415712625558722e-03 2.190751429335218922e-02
2.190642612050377851e-03 -1.039379261378786667e-01 3.638952062465250492e-01 1.128365120491782230e-03 2.585965508451766939e-02
1.750687105521796065e-03 -1.586634757909455296e-02 3.659078013151884079e-01 1.395065636595522410e-03 4.066719811923617117e-02
2.343073317917916155e-03 1.430413811750148589e-01 3.679203963838517666e-01 1.522198064084925948e-03 3.323468038861150664e-02
2.324295320714695346e-03 3.156001852245211570e-01 3.699329914525151253e-01 1.062510938145553446e-03 2.313866602666900599e-02
2.152734026291617652e-03 4.712389816559168221e-01 3.719455865211784840e-01 1.297151830339727824e-03 3.020237032456813894e-02
1.195519074250261894e-03 2.961724644687608876e-01 3.739581815898418427e-01 1.698510942862534656e-03 7.275948936551007717e-02
1.922600305401662947e-03 -7.739443775648502388e-03 3.759707766585052013e-01 1.398691376860912135e-03 3.667402405785308295e-02
2.188661462420420697e-03 -2.008768807055405503e-02 3.779833717271685600e-01 8.844655753125475707e-04 2.068494221695669349e-02
1.707565414546642754e-03 -3.558222774110741948e-02 3.799959667958319187e-01 1.063332392151375557e-03 3.124032793203974576e-02
1.272552029142556352e-03 -1.657228615140479144e-01 3.820085618644952774e-01 1.257747689840770259e-03 5.055239701223897958e-02
1.579723868039267310e-03 -3.083375203687268584e-01 3.840211569331586361e-01 1.375490264703179994e-03 4.368353735789677617e-02
