1.868036387879900943e-03 8.145808232816124927e-02 2.452557289911291562e+06 1.315284279730707028e-03 3.567120985740588474e-02
1.794725985107035278e-03 6.361781873917816965e-02 2.452557291876482777e+06 1.852435271331696193e-03 5.229084021737268051e-02
1.524447088700796229e-03 3.401686731211768233e-01 2.452557293841673993e+06 2.313532061878784737e-03 7.688759189972882435e-02
6.444495105864088283e-04 1.889561952943874523e-01 2.452557295806865208e+06 2.263358064462166978e-03 1.779342463264139973e-01
1.640531889104352402e-03 5.417724705277850994e-01 2.452557297772056423e+06 2.212609673180875557e-03 6.832564545494107522e-02
1.694413373141281844e-03 7.674937911628636478e-01 2.452557299737247638e+06 2.058574797695161742e-03 6.154470335395502423e-02
2.337522959240776951e-03 1.037542194338908041e+00 2.452557301702438854e+06 1.745605583586016868e-03 3.783260327841467263e-02
2.643498513167748514e-03 1.225038555817295594e+00 2.452557303667630069e+06 1.528516378637897024e-03 2.929461588930910854e-02
2.478629306434794195e-03 1.248919221515859102e+00 2.452557305632821284e+06 1.837639693723406914e-03 3.756176537163433832e-02
2.698029936990949899e-03 1.129121846868670787e+00 2.452557307598012500e+06 2.019646743303692843e-03 3.792432157250535951e-02
1.954095080843474587e-03 1.113687985035433758e+00 2.452557309563203715e+06 1.872490864373069306e-03 4.854686044170680725e-02
1.078282682502114571e-03 9.517838094411804617e-01 2.452557311528394930e+06 1.784974904393451991e-03 8.386111034737572800e-02
1.719380056061586967e-03 8.918203572557003023e-01 2.452557313493586145e+06 1.505942475823546928e-03 4.436994007627362291e-02
3.016018550592225976e-03 1.080503386252825493e+00 2.452557315458777361e+06 1.132012894691446746e-03 1.901513777928115836e-02
3.133109411689346917e-03 1.070678240043059670e+00 2.452557317423968576e+06 8.494057489535389608e-04 1.373472995877464756e-02
1.965587716378816054e-03 1.138882889404318588e+00 2.452557319389159791e+06 7.944827538417937847e-04 2.047773429192252179e-02
1.172775169298820221e-03 1.174875809003186777e+00 2.452557321354351006e+06 1.470146102145837878e-03 6.350957298452926392e-02
2.142902219100773897e-03 8.371740354176069321e-01 2.452557323319542222e+06 2.065964786996395131e-03 4.883901524160033647e-02
2.413069110136520454e-03 8.921948756494921806e-01 2.452557325284733437e+06 2.140856924355407764e-03 4.494379879148113072e-02
2.214953945565127039e-03 1.192546688842904601e+00 2.452557327249924652e+06 2.243372485803503749e-03 5.131347040846298557e-02
1.419525390409550648e-03 1.333539985702600683e+00 2.452557329215115868e+06 2.087722297570160108e-03 7.451164804446161471e-02
8.388752747332723671e-04 5.938146438705445007e-01 2.452557331180307083e+06 1.987700477443876765e-03 1.200357882167980006e-01
1.156649045629369035e-03 4.715886971823415319e-01 2.452557333145498298e+06 2.038148597409834319e-03 8.927124856501723882e-02
6.831954957048357339e-04 4.325257295105111588e-02 2.452557335110689513e+06 1.909022114281133838e-03 1.415601572339317271e-01
2.293916241706162040e-03 2.990137715423482057e-01 2.452557337075880729e+06 1.742297790027620219e-03 3.848056674758539714e-02
2.698504577012855472e-03 2.520731322902632354e-01 2.452557339041071944e+06 1.602064412733958387e-03 3.007834537669022701e-02
1.630444456266472728e-03 5.708023754614319906e-02 2.452557341006263159e+06 1.399796092559362328e-03 4.349464595739328809e-02
9.897717532614284594e-04 8.669377498515490332e-02 2.452557342971454374e+06 1.511542121644122343e-03 7.736897470158350665e-02
4.685884880558320565e-04 -2.029807799748118979e-01 2.452557344936645590e+06 1.556479578501894110e-03 1.682656803465135409e-01
1.320010203900474563e-03 -8.272873935861413397e-02 2.452557346901836805e+06 1.567024020193319000e-03 6.013849836901306867e-02
1.899835152011571625e-03 2.664924141195262330e-01 2.452557348867028020e+06 1.685309823563018632e-03 4.494289664592113209e-02
2.757824186338731637e-03 1.549680281720187125e-01 2.452557350832219236e+06 1.271908887541349205e-03 2.336576016938051586e-02
1.598476089652874250e-03 3.890569648529234037e-01 2.452557352797410451e+06 1.041490747461352312e-03 3.300953268097404913e-02
2.234087161936804729e-03 4.005030579480673980e-01 2.452557354762601666e+06 1.000549663018449054e-03 2.268962713334581743e-02
3.163956548072019079e-03 2.383604925157221111e-01 2.452557356727792881e+06 1.362589826370017975e-03 2.181882019449621346e-02
2.248957921002114196e-03 2.444775600870763566e-01 2.452557358692984097e+06 1.345586553674037351e-03 3.031287433470058329e-02
7.100316816776312996e-04 -4.708421987697856276e-02 2.452557360658175312e+06 1.287560105740756956e-03 9.186466629479901613e-02
8.987789543923786371e-04 -4.786920659005499679e-01 2.452557362623366527e+06 1.295211335213069213e-03 7.300598232962438039e-02
9.626141619619197698e-04 -5.331269141270514877e-01 2.452557364588557743e+06 1.013373520275647139e-03 5.333313783163945443e-02
6.131448976550285795e-04 -7.610210593790458500e-01 2.452557366553748958e+06 9.801406597563133878e-04 8.098821367500375068e-02
1.045075772530005371e-03 -9.461210968993781778e-01 2.452557368518940173e+06 1.166557214250898630e-03 5.655008141530818572e-02
1.249319259675337260e-03 -8.277505022960247594e-01 2.452557370484131388e+06 1.165663871414715936e-03 4.727064627220503579e-02
9.948758564598478033e-04 -8.267643117990083335e-01 2.452557372449322604e+06 1.276664931884486948e-03 6.501292562832490518e-02
7.646308702037320736e-04 -4.784779303349173674e-01 2.452557374414513819e+06 1.399041838037626663e-03 9.269369972357431597e-02
1.539514221953736063e-03 -3.328714868118193282e-01 2.452557376379705034e+06 1.222310877968379094e-03 4.022051298354487742e-02
1.383761364852285165e-03 4.324807265887353758e-03 2.452557378344896249e+06 2.029914604786927854e-03 7.431605059524735990e-02
2.892115120733854995e-03 -2.140154793061666005e-01 2.452557380310087465e+06 3.097004382898984644e-03 5.424622868633759143e-02
1.481254902659557334e-03 -3.901839333412639998e-01 2.452557382275278680e+06 3.275571144038023387e-03 1.120249119471805332e-01
2.631856770274604209e-03 1.233365120944106552e-01 2.452557384240469895e+06 2.610484176321058170e-03 5.025089803401006777e-02
6.467652748921098697e-03 2.075191282179313923e-01 2.452557386205661111e+06 2.873622491893441065e-03 2.251009666884373067e-02
3.232283042176578493e-03 -1.496818917944553462e-02 2.452557388170852326e+06 3.273667833592866245e-03 5.130829156939333002e-02
1.635559999077470681e-03 -4.655881085513375872e-01 2.452557390136043541e+06 2.987164547178669614e-03 9.252577247012114259e-02
6.318811411776285511e-03 -6.562697944208996104e-01 2.452557391870035790e+06 2.700995559215623766e-03 2.175776612753843597e-02
5.623507658821944727e-03 -8.516628632351531669e-01 2.452557392823731527e+06 3.455970062484138138e-03 3.016555671754021090e-02
