2.452610265465300065e+06 0.000000000000000000e+00 0.000000000000000000e+00
2.452610265534699894e+06 2.194651554654812585e-07 2.547592349938595047e-08
2.452610265604099724e+06 -3.650345903149734442e-07 1.130158055438244459e-08
2.452610265673499554e+06 -3.718094500305657750e-08 -3.427598726241892120e-08
2.452610265742899384e+06 -1.687059064740753460e-07 -6.198141618729193286e-08
2.452610265812299214e+06 1.370942355678943268e-07 -7.229324583516774901e-08
2.452610265881699044e+06 -5.268389849524306913e-08 -7.000533091775358405e-08
2.452610265951098874e+06 3.392896453541202806e-08 -7.916862394279335183e-08
2.452610266020498704e+06 9.073887578172827465e-09 -8.186453273447095914e-08
2.452610266089898534e+06 1.106180531720317153e-07 -7.562852097760015213e-08
2.452610266159298364e+06 -1.910658323224506707e-07 -9.162509259039458149e-08
2.452610266228698194e+06 -1.062978406452456699e-07 -1.341977127744828110e-07
2.452610266298098024e+06 -3.668317752855407257e-07 -2.013482595968932362e-07
2.452610266367497854e+06 2.051315741294299463e-07 -2.389864321664369701e-07
2.452610266436897684e+06 1.525670514370214001e-07 -2.195562283796370078e-07
2.452610266506297514e+06 2.140506779839787808e-07 -1.960601345608894480e-07
2.452610266575697344e+06 -3.642676974895293801e-07 -2.291538669398070419e-07
2.452610266645097174e+06 -6.842099187092297698e-08 -2.977630811659222601e-07
2.452610266714497004e+06 -1.078691566231045226e-07 -3.430052283298342589e-07
2.452610266783896834e+06 2.697918493288383795e-07 -3.526235632969043159e-07
2.452610266853296664e+06 5.395112161138878501e-08 -3.431072777470287191e-07
2.452610266922696494e+06 3.081180128298828301e-07 -3.267008442142327095e-07
2.452610266992096324e+06 -2.239302159525138078e-07 -3.394037658162216283e-07
2.452610267061496153e+06 3.191953970544170804e-08 -3.841943218923100930e-07
2.452610267130895983e+06 5.290963386451460295e-07 -3.449863833436731654e-07
2.452610267200295813e+06 1.399866954031424991e-07 -2.875067011885431372e-07
2.452610267269695643e+06 1.698266578741204546e-07 -2.642046869334357622e-07
2.452610267339095473e+06 3.414962068367565671e-07 -2.138685920515436190e-07
2.452610267408495303e+06 2.083635699053055024e-07 -1.526377095498528372e-07
2.452610267477895133e+06 6.404302092880176869e-08 -1.162454060263017991e-07
2.452610267547294963e+06 -2.557472814782108541e-07 -1.292799009384737122e-07
2.452610267616694793e+06 -1.460029567421132654e-07 -1.677116750442732728e-07
2.452610267686094623e+06 1.903451379938151233e-07 -1.580857223989045559e-07
2.452610267755494453e+06 -1.455615714800619801e-07 -1.468929928189407435e-07
2.452610267824894283e+06 2.936665564472011386e-08 -1.527759021839635715e-07
2.452610267894294113e+06 1.118273322848205718e-07 -1.290734318699044073e-07
2.452610267963693943e+06 -1.673875126563957083e-07 -1.253547879391068793e-07
2.452610268033093773e+06 5.332645826751546859e-08 -1.278317868823645649e-07
2.452610268102493603e+06 2.656812143937730612e-07 -8.015501256973385128e-08
2.452610268171893433e+06 1.030807960628263887e-07 -2.148462838932216120e-08
2.452610268241293263e+06 1.698284021490743109e-07 3.223899184714477758e-08
