1.475292480643430282e-08 -8.159133780505586908e-02 2.815133887343108654e-01 5.976187050239337378e-09 2.063483541579921518e-02
1.464973060184635876e-08 8.492221230797247777e-02 2.841143771074712276e-01 5.706823837258926616e-09 1.981404858593513452e-02
1.815458377456094943e-08 2.297605257451838523e-01 2.867153654806315899e-01 6.624487529618634687e-09 1.850412110600295479e-02
1.515670433294547688e-08 3.734838136662873009e-01 2.893163538537919521e-01 7.152944451762707911e-09 2.385657718791550988e-02
1.294348164959393803e-08 4.759780148387748322e-01 2.919173422269523144e-01 5.469719221164018327e-09 2.125204127730947329e-02
9.342361199929426146e-09 4.082137776357347425e-01 2.945183306001126766e-01 4.598639274792234492e-09 2.475920192465759159e-02
1.193284223775587427e-08 4.586593506932384878e-01 2.971193189732730389e-01 5.623153507251708221e-09 2.390897343602095548e-02
1.065947967366254489e-08 3.301381593035061512e-01 2.997203073464334011e-01 6.581443332017479988e-09 3.155589446740983406e-02
1.516456394463281173e-08 1.835174163481600174e-01 3.023212957195937634e-01 7.897285860483871185e-09 2.613080956181441233e-02
9.268044586993469948e-09 2.501803448980648992e-01 3.049222840927541256e-01 9.635549589312700507e-09 5.215029029557929213e-02
6.513537873124180990e-09 5.779895567891135677e-01 3.075232724659144878e-01 8.895959784098711171e-09 6.855274180612436208e-02
6.871084573077174026e-09 4.941068470448509165e-01 3.101242608390748501e-01 5.854053665142998180e-09 4.300991014796915618e-02
8.166657238274222185e-09 3.099227585932556317e-01 3.127252492122352123e-01 6.438534609154785358e-09 4.032204244322636771e-02
8.649520825567190697e-09 2.496874005091629378e-01 3.153262375853955746e-01 8.459193664002509636e-09 4.931319720396659667e-02
5.426807131096146282e-09 2.488432628895582144e-01 3.179272259585559368e-01 9.919934411092762756e-09 9.163722851114178281e-02
1.001118271513070979e-08 4.309933541777465349e-01 3.205282143317162991e-01 1.069656383699512484e-08 5.356760602171991431e-02
1.588345688132718092e-08 6.980853435553604491e-01 3.231292027048766613e-01 9.894398556396430128e-09 3.124291846165392836e-02
1.602751492911903284e-08 9.095273847840392722e-01 3.257301910780370235e-01 1.060847488570646355e-08 3.321257984781002953e-02
