  6564.832 0.0010957 0.0242263    -22.11
  6562.666 0.0010869 0.0232484    -21.39
  6564.269 0.0011055 0.0220498    -19.95
  6564.095 0.0010967 0.0223461    -20.38
  6563.487 0.0010804 0.0239541    -22.17
  6563.556 0.0011179  0.017566    -15.71
  6564.079 0.0010699 0.0220674    -20.63
   6563.61  0.001075 0.0235767    -21.93
   6564.88 0.0010856 0.0226596    -20.87
  6562.962 0.0010867  0.015381    -14.15
  6562.129 0.0010557 0.0159622    -15.12
  6564.806 0.0010241 0.0279496    -27.29
  6565.212 0.0010686 0.0244003    -22.83
  6561.502 0.0010607 0.0101399     -9.56
  6566.955 9.6059E-4 0.0307956    -32.06
   6564.42 0.0010262 0.0210805    -20.54
  6564.679 9.9446E-4 0.0247425    -24.88
  6562.551 0.0010022 0.0225319    -22.48
  6563.175 0.0010146 0.0218581    -21.54
  6563.214 9.9873E-4 0.0220859    -22.11
  6563.447 0.0010014 0.0203993    -20.37
  6563.808 9.8904E-4 0.0245175    -24.79
  6562.303 0.0010101 0.0136645    -13.53
  6563.785 9.5111E-4 0.0246399    -25.91
  6565.396 9.6569E-4 0.0257655    -26.68
  6563.836 9.8508E-4 0.0222151    -22.55
  6565.122 9.8714E-4  0.018714    -18.96
   6563.73 9.7091E-4 0.0229962    -23.69
  6563.425 9.8459E-4 0.0180017    -18.28
  6564.003 9.5908E-4 0.0242881    -25.32
  6564.877 9.8211E-4 0.0218939    -22.29
  6564.154 9.8188E-4 0.0222743    -22.69
   6563.56 9.7144E-4  0.020349    -20.95
  6564.321 9.5844E-4 0.0219018    -22.85
  6563.123 9.3413E-4 0.0187552    -20.08
  6564.649 9.2499E-4 0.0293182     -31.7
  6563.481 9.8807E-4 0.0246233    -24.92
  6564.916 0.0010029 0.0247338    -24.66
  6562.347 0.0010326 0.0141618    -13.71
  6564.274 9.8045E-4 0.0205282    -20.94
  6564.387 9.6942E-4  0.028103    -28.99
  6563.506 0.0010129 0.0262569    -25.92
  6562.479 0.0010414 0.0184281     -17.7
  6564.575 0.0010147 0.0221784    -21.86
  6552.437 0.0010159 0.0166257    -16.37
  6563.793 0.0010032 0.0225178    -22.45
  6564.168 9.9977E-4 0.0223085    -22.31
  6563.238 9.9488E-4 0.0254057    -25.54
  6563.897 0.0010344 0.0206354    -19.95
   6564.05 0.0010254 0.0164753    -16.07
  6565.635 9.9496E-4 0.0283594     -28.5
  6564.324 0.0010536 0.0218011    -20.69
  6563.308 0.0010489 0.0190602    -18.17
  6564.002 0.0010168  0.024001    -23.61
  6566.123 0.0010292 0.0235291    -22.86
  6563.175 0.0010251 0.0155116    -15.13
   6564.28 9.7306E-4 0.0267838    -27.53
  6562.808 9.9948E-4 0.0221106    -22.12
  6563.009 9.9758E-4 0.0179902    -18.03
  6563.811 9.8031E-4 0.0264448    -26.98
  6561.896 0.0010177 0.0205964    -20.24
  6563.606 0.0010076 0.0217567    -21.59
  6563.375 0.0010234 0.0151079    -14.76
   6563.15 9.7664E-4 0.0218708    -22.39
May 31 14:52 [EC0065.fits]:         EC 2117-54
  6564.652 9.9849E-4 0.0233135    -23.35
  6564.475  0.001001  0.027129     -27.1
  6562.652 0.0010217 0.0156008    -15.27
  6563.518 9.7620E-4 0.0267742    -27.43
  6563.486 0.0010055 0.0180793    -17.98
  6565.098 9.8390E-4 0.0284273    -28.89
  6562.184 0.0010386 0.0173882    -16.74
   6563.16 0.0010063 0.0145527    -14.46
  6563.712 9.7555E-4  0.023809    -24.41
  6564.438 9.9688E-4 0.0249899    -25.07
   6561.46 0.0010186 0.0102606    -10.07
  6563.453 9.5710E-4 0.0230786    -24.11
  6563.078 9.8160E-4 0.0170236    -17.34
  6564.622 9.8027E-4 0.0207898    -21.21
  6563.365 9.8728E-4 0.0202899    -20.55
  6563.386 0.0010025 0.0187769    -18.73
  6563.087 9.8093E-4 0.0197006    -20.08
  6563.039 9.9002E-4 0.0156556    -15.81
  6564.456 9.4856E-4 0.0202129    -21.31
  6563.208 9.4785E-4 0.0217624    -22.96
   6563.99 9.6935E-4 0.0204644    -21.11
  6563.436 9.7979E-4 0.0237174    -24.21
  6563.187 0.0010074 0.0225962    -22.43
  6561.559 0.0010076 0.0106568    -10.58
  6564.986 9.4895E-4 0.0254342     -26.8
  6563.998 9.8405E-4 0.0204721     -20.8
  6563.773 9.8151E-4 0.0215604    -21.97
  6562.467 9.9271E-4 0.0251125     -25.3
  6562.386 0.0010294 0.0158467    -15.39
  6563.694 0.0010017  0.020116    -20.08
  6563.926 9.9296E-4 0.0207873    -20.93
  6564.517 9.8691E-4  0.025642    -25.98
  6564.453 0.0010264 0.0138865    -13.53
  6564.398 9.9101E-4 0.0224683    -22.67
   6564.29   0.00101 0.0267407    -26.48
  6564.108 0.0010624 0.0118968     -11.2
  6562.011 9.9104E-4 0.0149012    -15.04
  6563.055 9.6714E-4 0.0168475    -17.42
  6563.524 9.5063E-4 0.0164091    -17.26
  6563.451 9.2756E-4 0.0240732    -25.95
  6563.238 9.7512E-4 0.0163919    -16.81
  6564.536 9.4051E-4 0.0235935    -25.09
  6562.739 9.7077E-4 0.0178289    -18.37
  6564.142 9.5999E-4 0.0262429    -27.34
  6562.702 0.0010012 0.0119237    -11.91
  6563.802 9.3207E-4 0.0201456    -21.61
  6563.453 9.3380E-4 0.0176511     -18.9
