   -1     53.09     24.24
2453965.3256559     1   11.7017   11.8075    0.0019     86349  1.370 1.206350
2453965.3257254     2   11.7017   11.8075    0.0017     85937  1.150 1.206162
2453965.3257948     3   11.7017   11.8075    0.0018     85253  1.190 1.205974
2453965.3258643     4   11.7017   11.8075    0.0017     85103  1.240 1.205786
2453965.3259337     5   11.7017   11.8075    0.0019     85507  1.390 1.205598
2453965.3260031     6   11.7017   11.8075    0.0018     86092  1.280 1.205410
2453965.3260726     7   11.7017   11.8075    0.0018     87149  1.340 1.205223
2453965.3261420     8   11.7017   11.8075    0.0020     85688  1.260 1.205036
2453965.3262115     9   11.7017   11.8075    0.0019     86123  1.280 1.204849
2453965.3262809    10   11.7017   11.8075    0.0019     85878  1.350 1.204662
2453965.3263504    11   11.7017   11.8075    0.0018     86108  1.170 1.204475
2453965.3264198    12   11.7017   11.8075    0.0018     86033  1.260 1.204288
2453965.3264893    13   11.7017   11.8075    0.0018     85567  1.240 1.204102
2453965.3265587    14   11.7017   11.8075    0.0018     86365  1.250 1.203915
2453965.3266281    15   11.7017   11.8075    0.0017     85262  1.190 1.203729
2453965.3266976    16   11.7017   11.8075    0.0017     85758  1.150 1.203543
2453965.3267670    17   11.7017   11.8075    0.0017     85544  1.180 1.203358
2453965.3268365    18   11.7017   11.8075    0.0017     85997  1.110 1.203172
2453965.3269059    19   11.7017   11.8075    0.0018     85144  1.290 1.202987
2453965.3269754    20   11.7017   11.8075    0.0018     86118  1.340 1.202801
2453965.3270448    21   11.7017   11.8075    0.0019     85879  1.450 1.202616
2453965.3271143    22   11.7017   11.8075    0.0019     85582  1.290 1.202431
2453965.3271837    23   11.7017   11.8075    0.0018     85543  1.330 1.202246
2453965.3272531    24   11.7017   11.8075    0.0020     85709  1.400 1.202062
2453965.3273226    25   11.7017   11.8075    0.0020     85938  1.400 1.201877
2453965.3273920    26   11.7017   11.8075    0.0017     85648  1.220 1.201693
2453965.3274615    27   11.7017   11.8075    0.0018     85797  1.320 1.201509
2453965.3275309    28   11.7017   11.8075    0.0018     85845  1.310 1.201325
2453965.3276004    29   11.7017   11.8075    0.0018     86376  1.300 1.201141
2453965.3276698    30   11.7017   11.8075    0.0018     85721  1.250 1.200958
2453965.3277393    31   11.7017   11.8075    0.0019     85641  1.340 1.200774
2453965.3278087    32   11.7017   11.8075    0.0019     85824  1.360 1.200591
2453965.3278781    33   11.7017   11.8075    0.0019     85098  1.440 1.200408
2453965.3279476    34   11.7017   11.8075    0.0019     85346  1.350 1.200225
2453965.3280170    35   11.7017   11.8075    0.0018     84610  1.360 1.200042
2453965.3280865    36   11.7017   11.8075    0.0020     85967  1.400 1.199859
2453965.3281559    37   11.7017   11.8075    0.0018     85945  1.260 1.199677
2453965.3282254    38   11.7017   11.8075    0.0017     85121  1.190 1.199494
2453965.3282948    39   11.7017   11.8075    0.0017     85421  1.200 1.199312
2453965.3283643    40   11.7017   11.8075    0.0018     85269  1.290 1.199130
2453965.3284337    41   11.7017   11.8075    0.0017     85110  1.180 1.198949
2453965.3285031    42   11.7017   11.8075    0.0018     85228  1.290 1.198767
2453965.3285726    43   11.7017   11.8075    0.0018     86443  1.290 1.198585
2453965.3286420    44   11.7017   11.8075    0.0021     86162  1.470 1.198404
2453965.3287115    45   11.7017   11.8075    0.0017     85442  1.290 1.198223
2453965.3287809    46   11.7017   11.8075    0.0019     85419  1.400 1.198042
2453965.3288504    47   11.7017   11.8075    0.0019     85784  1.350 1.197861
2453965.3289198    48   11.7017   11.8075    0.0020     86454  1.420 1.197680
2453965.3289893    49   11.7017   11.8075    0.0018     85999  1.270 1.197500
2453965.3290587    50   11.7017   11.8075    0.0017     85559  1.200 1.197320
2453965.3291281    51   11.7017   11.8075    0.0017     85257  1.260 1.197139
2453965.3291976    52   11.7017   11.8075    0.0017     86046  1.130 1.196959
2453965.3292670    53   11.7017   11.8075    0.0017     85455  1.270 1.196780
2453965.3293365    54   11.7017   11.8075    0.0018     85855  1.270 1.196600
2453965.3294059    55   11.7017   11.8075    0.0019     85636  1.310 1.196420
2453965.3294754    56   11.7017   11.8075    0.0017     85403  1.190 1.196241
2453965.3295448    57   11.7017   11.8075    0.0018     86063  1.290 1.196062
2453965.3296143    58   11.7017   11.8075    0.0018     85714  1.270 1.195883
2453965.3296837    59   11.7017   11.8075    0.0017     85099  1.240 1.195704
2453965.3297531    60   11.7017   11.8075    0.0019     85512  1.400 1.195525
2453965.3298226    61   11.7017   11.8075    0.0018     85993  1.300 1.195347
2453965.3298920    62   11.7017   11.8075    0.0020     85664  1.330 1.195168
2453965.3299615    63   11.7017   11.8075    0.0019     85114  1.360 1.194990
2453965.3300309    64   11.7017   11.8075    0.0019     86282  1.340 1.194812
2453965.3301004    65   11.7017   11.8075    0.0017     85283  1.170 1.194634
2453965.3301698    66   11.7017   11.8075    0.0020     86096  1.340 1.194457
2453965.3302393    67   11.7017   11.8075    0.0017     85339  1.270 1.194279
2453965.3303087    68   11.7017   11.8075    0.0018     85756  1.260 1.194102
2453965.3303781    69   11.7017   11.8075    0.0018     86634  1.280 1.193924
2453965.3304476    70   11.7017   11.8075    0.0018     85830  1.330 1.193747
2453965.3305170    71   11.7017   11.8075    0.0017     85637  1.260 1.193570
2453965.3305865    72   11.7017   11.8075    0.0017     85471  1.190 1.193394
2453965.3306559    73   11.7017   11.8075    0.0017     85352  1.190 1.193217
2453965.3307254    74   11.7017   11.8075    0.0021     85520  1.380 1.193041
2453965.3307948    75   11.7017   11.8075    0.0017     85891  1.240 1.192864
