2.453965538684280124e+06 1.402725338935852051e+00
2.453965538811939768e+06 1.442821264266967773e+00
2.453965538962049875e+06 1.430328965187072754e+00
2.453965539092489984e+06 1.422002434730529785e+00
2.453965539239820093e+06 1.429359316825866699e+00
2.453965539367130026e+06 1.408587574958801270e+00
2.453965539494439960e+06 1.450662136077880859e+00
2.453965539621749893e+06 1.404314279556274414e+00
2.453965539749410003e+06 1.389953970909118652e+00
2.453965539887949824e+06 1.410520911216735840e+00
2.453965540015379898e+06 1.415255904197692871e+00
2.453965540142689832e+06 1.367136478424072266e+00
2.453965540270000231e+06 1.327314853668212891e+00
2.453965540408770088e+06 1.391306042671203613e+00
2.453965540536080021e+06 1.378995656967163086e+00
2.453965540663510095e+06 1.256730437278747559e+00
2.453965540790820029e+06 1.346918702125549316e+00
2.453965540918129962e+06 1.311977148056030273e+00
2.453965541045669932e+06 1.321874856948852539e+00
2.453965541173680220e+06 1.315461158752441406e+00
2.453965541311869863e+06 1.304144024848937988e+00
2.453965541438950226e+06 1.312702536582946777e+00
2.453965541566260159e+06 1.278166651725769043e+00
2.453965541693449952e+06 1.317111253738403320e+00
2.453965541820880026e+06 1.237448215484619141e+00
2.453965541948310100e+06 1.255830287933349609e+00
2.453965542075729929e+06 1.271794557571411133e+00
2.453965542203039862e+06 1.276155233383178711e+00
2.453965542341580149e+06 1.254937052726745605e+00
2.453965542468890082e+06 1.261535644531250000e+00
2.453965542596200015e+06 1.248660922050476074e+00
2.453965542723630089e+06 1.279006838798522949e+00
2.453965542850940023e+06 1.282263755798339844e+00
2.453965542978140060e+06 1.277436137199401855e+00
2.453965543105449993e+06 1.247107625007629395e+00
2.453965543232759926e+06 1.241559386253356934e+00
2.453965543360420037e+06 1.224786877632141113e+00
2.453965543487729970e+06 1.290534496307373047e+00
2.453965543615039904e+06 1.295256972312927246e+00
2.453965543753690086e+06 1.362483620643615723e+00
2.453965543880890124e+06 1.288707256317138672e+00
2.453965544008200057e+06 1.276670455932617188e+00
2.453965544135860167e+06 1.309928297996520996e+00
2.453965544263170101e+06 1.347962379455566406e+00
2.453965544401709922e+06 1.320865154266357422e+00
2.453965544529019855e+06 1.328407287597656250e+00
2.453965544657019898e+06 1.303716778755187988e+00
2.453965544783640187e+06 1.325743436813354492e+00
2.453965544910950121e+06 1.298076510429382324e+00
2.453965545038380194e+06 1.324675083160400391e+00
2.453965545165690128e+06 1.330933451652526855e+00
2.453965545292890165e+06 1.295179009437561035e+00
2.453965545420549810e+06 1.371979832649230957e+00
2.453965545547860209e+06 1.364370226860046387e+00
2.453965545675170142e+06 1.318058013916015625e+00
2.453965545802480076e+06 1.348707914352416992e+00
2.453965545941019896e+06 1.342644214630126953e+00
2.453965546068329830e+06 1.282029271125793457e+00
2.453965546195640229e+06 1.297315955162048340e+00
2.453965546323069837e+06 1.312310576438903809e+00
2.453965546450379770e+06 1.263063669204711914e+00
2.453965546577690169e+06 1.336049437522888184e+00
2.453965546705000103e+06 1.303662538528442383e+00
2.453965546832540073e+06 1.314573407173156738e+00
2.453965546971079893e+06 1.277926921844482422e+00
2.453965547098509967e+06 1.303989648818969727e+00
2.453965547225819901e+06 1.305279254913330078e+00
2.453965547353129834e+06 1.339667439460754395e+00
2.453965547480550129e+06 1.278479814529418945e+00
2.453965547608329915e+06 1.313332080841064453e+00
2.453965547735290136e+06 1.288643240928649902e+00
2.453965547873829957e+06 1.346682071685791016e+00
2.453965548001139890e+06 1.309415459632873535e+00
2.453965548129150178e+06 1.275841712951660156e+00
2.453965548255760223e+06 1.317881345748901367e+00
2.453965548383189831e+06 1.306111097335815430e+00
2.453965548510500230e+06 1.239636421203613281e+00
2.453965548637699801e+06 1.271634221076965332e+00
2.453965548765120097e+06 1.273533344268798828e+00
2.453965548892439809e+06 1.280350446701049805e+00
2.453965549019979779e+06 1.301339030265808105e+00
2.453965549147290178e+06 1.264837861061096191e+00
2.453965549274600111e+06 1.283981561660766602e+00
2.453965549401910044e+06 1.241150140762329102e+00
2.453965549540449865e+06 1.235707163810729980e+00
2.453965549667879939e+06 1.241079568862915039e+00
2.453965549795070197e+06 1.279969453811645508e+00
2.453965549922499806e+06 1.302996516227722168e+00
2.453965550049810205e+06 1.309837937355041504e+00
2.453965550177120138e+06 1.241626262664794922e+00
2.453965550304430071e+06 1.289057016372680664e+00
2.453965550431630109e+06 1.269794464111328125e+00
2.453965550558940042e+06 1.303070664405822754e+00
2.453965550686600152e+06 1.325894474983215332e+00
2.453965550813910086e+06 1.311007857322692871e+00
2.453965550941220019e+06 1.303406476974487305e+00
2.453965551079870202e+06 1.282605767250061035e+00
2.453965551207069773e+06 1.333930850028991699e+00
2.453965551334499847e+06 1.280019760131835938e+00
2.453965551461809780e+06 1.305371165275573730e+00
2.453965551589699928e+06 1.347035646438598633e+00
2.453965551716200076e+06 1.297052741050720215e+00
2.453965551843740046e+06 1.260692715644836426e+00
2.453965551982509904e+06 1.236382842063903809e+00
2.453965552109819837e+06 1.212374091148376465e+00
2.453965552237129770e+06 1.256357192993164062e+00
2.453965552364789881e+06 1.222467184066772461e+00
2.453965552492099814e+06 1.267634987831115723e+00
2.453965552630749997e+06 1.255066275596618652e+00
2.453965552758070175e+06 1.300614356994628906e+00
2.453965552885259967e+06 1.207012176513671875e+00
2.453965553012569901e+06 1.235042333602905273e+00
2.453965553139999975e+06 1.204627156257629395e+00
2.453965553267309908e+06 1.266169190406799316e+00
2.453965553394619841e+06 1.248103260993957520e+00
2.453965553521929774e+06 1.194600582122802734e+00
2.453965553649479989e+06 1.242597579956054688e+00
2.453965553788010031e+06 1.253649353981018066e+00
2.453965553915319964e+06 1.215137362480163574e+00
2.453965554042750038e+06 1.246372342109680176e+00
2.453965554169950075e+06 1.234097599983215332e+00
2.453965554297369905e+06 1.230375170707702637e+00
2.453965554424569942e+06 1.229763507843017578e+00
2.453965554552000016e+06 1.170953273773193359e+00
2.453965554690760095e+06 1.186822175979614258e+00
2.453965554818079807e+06 1.162153005599975586e+00
2.453965554945500102e+06 1.205825686454772949e+00
2.453965555073279887e+06 1.194883942604064941e+00
2.453965555200359784e+06 1.171153187751770020e+00
2.453965555327670183e+06 1.109155178070068359e+00
2.453965555466319900e+06 1.127565264701843262e+00
2.453965555593519937e+06 1.095618963241577148e+00
2.453965555720940232e+06 1.102868437767028809e+00
2.453965555848139804e+06 1.097724556922912598e+00
2.453965555975569878e+06 1.110552310943603516e+00
2.453965556102879811e+06 1.105317831039428711e+00
2.453965556230070069e+06 1.117733955383300781e+00
2.453965556357619818e+06 1.106642365455627441e+00
2.453965556496270001e+06 1.095230221748352051e+00
2.453965556623700075e+06 1.079959034919738770e+00
2.453965556750889868e+06 1.085305690765380859e+00
2.453965556878549978e+06 1.068247437477111816e+00
2.453965557005859911e+06 1.030461311340332031e+00
2.453965557133169845e+06 1.038895368576049805e+00
2.453965557271820027e+06 1.046027660369873047e+00
2.453965557399140205e+06 1.039136052131652832e+00
2.453965557526450139e+06 9.857030510902404785e-01
2.453965557653760072e+06 9.776160120964050293e-01
2.453965557781070005e+06 1.008606195449829102e+00
2.453965557908149902e+06 1.022465467453002930e+00
2.453965558035689872e+06 9.608597755432128906e-01
2.453965558162999805e+06 8.955533504486083984e-01
2.453965558290310204e+06 9.479919672012329102e-01
2.453965558417509776e+06 9.102271199226379395e-01
2.453965558545859996e+06 9.452965259552001953e-01
2.453965558672360145e+06 9.061415195465087891e-01
2.453965558799790218e+06 9.110007882118225098e-01
2.453965558938439935e+06 9.043849706649780273e-01
2.453965559065749869e+06 8.212214708328247070e-01
2.453965559192949906e+06 9.025197625160217285e-01
2.453965559320259839e+06 8.499220013618469238e-01
2.453965559447689913e+06 8.180053234100341797e-01
2.453965559586230200e+06 8.806597590446472168e-01
2.453965559713880066e+06 8.702532052993774414e-01
2.453965559841199778e+06 8.036466836929321289e-01
2.453965559968510177e+06 8.208855986595153809e-01
2.453965560095820110e+06 8.490045666694641113e-01
2.453965560223360080e+06 8.820651769638061523e-01
2.453965560350670014e+06 8.730806112289428711e-01
2.453965560489320196e+06 8.288111686706542969e-01
2.453965560616639908e+06 8.027791976928710938e-01
2.453965560743830167e+06 8.346508741378784180e-01
2.453965560871259775e+06 7.599713206291198730e-01
2.453965560998450033e+06 7.632678747177124023e-01
2.453965561125759967e+06 7.413410544395446777e-01
2.453965561253190041e+06 7.642317414283752441e-01
2.453965561380620115e+06 8.004844784736633301e-01
2.453965561508050188e+06 7.081080675125122070e-01
2.453965561646580230e+06 7.156459689140319824e-01
2.453965561773890164e+06 6.813389062881469727e-01
2.453965561901209876e+06 6.795682907104492188e-01
2.453965562029330060e+06 7.119750976562500000e-01
2.453965562155830208e+06 7.227522134780883789e-01
2.453965562283250038e+06 7.225980758666992188e-01
2.453965562410570215e+06 6.868846416473388672e-01
2.453965562537760008e+06 6.619110703468322754e-01
2.453965562665190082e+06 6.628417372703552246e-01
2.453965562827450223e+06 6.553394794464111328e-01
2.453965562965990044e+06 6.638692021369934082e-01
2.453965563093420118e+06 7.058824300765991211e-01
2.453965563220730051e+06 6.519549489021301270e-01
2.453965563348039985e+06 6.285804510116577148e-01
2.453965563486809842e+06 6.114465594291687012e-01
2.453965563614469953e+06 6.041339039802551270e-01
2.453965563753120136e+06 6.019901633262634277e-01
2.453965563880430069e+06 5.840794444084167480e-01
2.453965564007630106e+06 5.926814675331115723e-01
2.453965564135290217e+06 5.935336947441101074e-01
2.453965564262600150e+06 5.872159600257873535e-01
2.453965564389910083e+06 5.940325260162353516e-01
2.453965564528440125e+06 5.739946961402893066e-01
2.453965564655759837e+06 5.777512192726135254e-01
2.453965564784459770e+06 5.184414982795715332e-01
2.453965564910380170e+06 5.813696980476379395e-01
2.453965565038039815e+06 5.222669839859008789e-01
2.453965565176569857e+06 5.272669792175292969e-01
2.453965565303890035e+06 5.277457833290100098e-01
2.453965565431309864e+06 5.507962107658386230e-01
2.453965565558390226e+06 5.197309851646423340e-01
2.453965565685930196e+06 4.597925543785095215e-01
2.453965565847849939e+06 5.329321622848510742e-01
2.453965565975159872e+06 4.684045016765594482e-01
2.453965566102589946e+06 5.238501429557800293e-01
2.453965566229899880e+06 4.815378189086914062e-01
2.453965566357209813e+06 5.083957314491271973e-01
2.453965566484520212e+06 4.950274527072906494e-01
2.453965566611830145e+06 5.209354758262634277e-01
2.453965566739149857e+06 4.627827703952789307e-01
2.453965566869350150e+06 4.483740627765655518e-01
2.453965567005230114e+06 5.569664239883422852e-01
2.453965567132649943e+06 4.756633937358856201e-01
2.453965567271419801e+06 5.064104795455932617e-01
2.453965567398730200e+06 5.013515949249267578e-01
2.453965567526159808e+06 4.984415173530578613e-01
2.453965567653589882e+06 4.969935715198516846e-01
2.453965567792360205e+06 4.783563613891601562e-01
2.453965567919670139e+06 5.206300616264343262e-01
2.453965568046980072e+06 5.114823579788208008e-01
2.453965568174169865e+06 5.222495198249816895e-01
2.453965568301599938e+06 5.184351205825805664e-01
2.453965568428909872e+06 5.499852299690246582e-01
2.453965568556219805e+06 5.384520292282104492e-01
2.453965568683530204e+06 5.351843237876892090e-01
2.453965568810729776e+06 5.358408689498901367e-01
2.453965568938040175e+06 5.520788431167602539e-01
2.453965569065580145e+06 5.011978149414062500e-01
2.453965569204350002e+06 5.965721607208251953e-01
2.453965569331659935e+06 5.623161196708679199e-01
2.453965569458969869e+06 5.449272990226745605e-01
2.453965569586290047e+06 5.656124353408813477e-01
2.453965569713369943e+06 5.727540254592895508e-01
2.453965569840789773e+06 6.050804257392883301e-01
2.453965569968219846e+06 5.768566131591796875e-01
