1.5400018	0.0043	12.3112
1.5400713	-0.0072	12.3117
1.5401407	0.0082	12.3122
1.5402102	-0.0051	12.3128
1.5402796	0.0007	12.3133
1.5403491	0.0046	12.3139
1.5404185	0.0019	12.3144
1.5404879	-0.0088	12.315
1.5405574	-0.0019	12.3155
1.5406268	0.0033	12.3161
1.5406963	0.0148	12.3166
1.5407657	0.019	12.3172
1.5408352	0.0198	12.3177
1.5409046	0.0164	12.3183
1.5409741	0.0153	12.3189
1.5410435	0.0132	12.3194
1.5411129	0.0151	12.32
1.5411824	0.026	12.3205
1.5412518	0.0234	12.3211
1.5413213	0.0268	12.3216
1.5413907	0.0283	12.3222
1.5414602	0.0265	12.3227
1.5415296	0.0235	12.3232
1.5415991	0.0243	12.3238
1.5416685	0.0176	12.3243
1.5417379	0.0368	12.3248
1.5418074	0.024	12.3254
1.5418768	0.0214	12.3259
1.5419463	0.0277	12.3264
1.5420157	0.0248	12.3269
1.5420852	0.0211	12.3274
1.5421546	0.0184	12.3279
1.5422241	0.0109	12.3283
1.5422935	0.0319	12.3288
1.5423629	0.0295	12.3293
1.5424324	0.0217	12.3297
1.5425018	0.0251	12.3302
1.5425713	0.0191	12.3306
1.5426407	0.0179	12.331
1.5427102	0.0201	12.3314
1.5427796	0.0274	12.3318
1.5428491	0.024	12.3322
1.5429185	0.0223	12.3326
1.5429879	0.0104	12.333
1.5430574	0.0183	12.3333
1.5431268	0.0222	12.3337
1.5431963	0.0266	12.334
1.5432657	0.0212	12.3343
1.5433352	0.0168	12.3346
1.5434046	0.0131	12.3349
1.5434741	0.0188	12.3352
1.5435435	0.0088	12.3354
1.5436129	0.0111	12.3356
1.5436824	0.007	12.3359
1.5437518	0.0208	12.3361
1.5438213	0.0035	12.3362
1.5438907	0.0114	12.3364
1.5439602	-0.0052	12.3366
1.5440296	0.0131	12.3367
1.5440991	0.0151	12.3368
1.5441685	0.0059	12.3369
1.5442379	0.0057	12.337
1.5443074	0.0103	12.337
1.5443768	0.0186	12.337
1.5444463	0.0059	12.3371
1.5445157	0.0066	12.3371
1.5445852	0.0059	12.337
1.5446546	0.004	12.337
1.5447241	-0.004	12.3369
1.5447935	-0.0033	12.3368
1.5448629	-0.007	12.3367
1.5449324	-0.01	12.3366
1.5450018	-0.0163	12.3365
1.5450713	-0.0177	12.3364
1.5451407	-0.0192	12.3362
1.5452102	-0.017	12.336
1.5452796	-0.0156	12.3358
1.5453491	-0.0165	12.3356
1.5454185	-0.0172	12.3354
1.5454879	-0.0177	12.3352
1.5455574	-0.0248	12.3349
1.5456268	-0.0252	12.3347
1.5456963	-0.009	12.3344
1.5457657	-0.0105	12.3341
1.5458352	-0.015	12.3339
1.5459046	-0.0122	12.3336
1.5459741	-0.0207	12.3333
1.5460435	-0.0108	12.3329
1.5461129	-0.0124	12.3326
1.5461824	-0.0142	12.3323
1.5462518	-0.0131	12.332
1.5463213	-0.0151	12.3316
1.5463907	-0.0183	12.3313
1.5464602	-0.013	12.3309
1.5465296	-0.0197	12.3305
1.5465991	-0.0267	12.3302
1.5466685	-0.0261	12.3298
1.5467379	-0.0221	12.3294
1.5468074	-0.0261	12.329
1.5468768	-0.0161	12.3286
1.5469463	-0.0097	12.3282
1.5470157	-0.0105	12.3278
1.5470852	-0.0197	12.3274
1.5471546	-0.0266	12.3271
1.5472241	-0.0152	12.3267
1.5472935	-0.0248	12.3263
1.5473629	-0.0307	12.3259
1.5474324	-0.0205	12.3255
