0.2814129     1   12.2090   12.3002    0.0025     52890  1.130 1.378306
0.2814824     2   12.2263   12.3217    0.0024     51762  1.040 1.377976
0.2815518     3   12.2253   12.3269    0.0025     51541  1.090 1.377646
0.2816213     4   12.2228   12.3186    0.0028     52753  1.260 1.377316
0.2816907     5   12.2254   12.3244    0.0025     52239  1.150 1.376987
0.2817601     6   12.2325   12.3248    0.0025     51741  1.160 1.376658
0.2818296     7   12.2258   12.3230    0.0030     53247  1.430 1.376329
0.2818990     8   12.2246   12.3218    0.0025     52045  1.120 1.376000
0.2819685     9   12.2310   12.3268    0.0025     52349  1.050 1.375672
0.2820379    10   12.2316   12.3265    0.0025     52234  1.170 1.375343
0.2821074    11   12.2446   12.3478    0.0026     51080  1.170 1.375016
0.2821768    12   12.2336   12.3229    0.0025     52108  1.170 1.374688
0.2822463    13   12.2291   12.3282    0.0027     51916  1.150 1.374361
0.2823157    14   12.2373   12.3324    0.0028     52388  1.310 1.374033
0.2823851    15   12.2518   12.3371    0.0029     51976  1.220 1.373707
0.2824546    16   12.2190   12.3247    0.0025     51895  1.200 1.373380
0.2825240    17   12.2423   12.3386    0.0024     51144  1.050 1.373054
0.2825935    18   12.2333   12.3337    0.0025     51834  1.200 1.372728
0.2826629    19   12.2405   12.3469    0.0031     51530  1.310 1.372402
0.2827324    20   12.2392   12.3477    0.0026     50994  1.120 1.372076
0.2828018    21   12.2413   12.3460    0.0024     51003  1.020 1.371751
0.2828713    22   12.2372   12.3336    0.0027     51615  1.250 1.371426
0.2829407    23   12.2577   12.3523    0.0026     50766  1.170 1.371101
0.2830101    24   12.2591   12.3572    0.0027     50783  1.260 1.370777
0.2830796    25   12.2575   12.3528    0.0031     51352  1.300 1.370453
0.2831490    26   12.2672   12.3576    0.0026     50775  1.230 1.370129
0.2832185    27   12.2602   12.3617    0.0028     50407  1.360 1.369805
0.2832879    28   12.2497   12.3543    0.0026     50489  1.180 1.369481
0.2833574    29   12.2767   12.3618    0.0028     50647  1.280 1.369158
0.2834268    30   12.2622   12.3633    0.0026     50051  1.190 1.368835
0.2834963    31   12.2691   12.3704    0.0026     50029  1.220 1.368513
0.2835657    32   12.2560   12.3580    0.0029     50838  1.270 1.368190
0.2836351    33   12.2639   12.3690    0.0028     49841  1.260 1.367868
0.2837046    34   12.2593   12.3612    0.0026     50373  1.210 1.367546
0.2837740    35   12.2596   12.3592    0.0027     50816  1.280 1.367224
0.2838435    36   12.2666   12.3699    0.0026     50091  1.190 1.366903
0.2839129    37   12.2552   12.3435    0.0027     51108  1.260 1.366582
0.2839824    38   12.2452   12.3492    0.0028     50507  1.220 1.366261
0.2840518    39   12.2809   12.3679    0.0026     50314  1.210 1.365940
0.2841213    40   12.2685   12.3605    0.0028     50349  1.300 1.365620
0.2841907    41   12.2596   12.3620    0.0026     50268  1.140 1.365300
0.2842601    42   12.2623   12.3659    0.0031     50591  1.350 1.364980
0.2843296    43   12.2675   12.3734    0.0026     49756  1.100 1.364660
0.2843990    44   12.2775   12.3733    0.0028     50295  1.260 1.364341
0.2844685    45   12.2615   12.3550    0.0026     50766  1.080 1.364022
0.2845379    46   12.2623   12.3709    0.0029     50488  1.260 1.363703
0.2846074    47   12.2756   12.3692    0.0026     50359  1.140 1.363384
0.2846768    48   12.2600   12.3549    0.0026     50772  1.180 1.363066
0.2847463    49   12.2599   12.3571    0.0026     50481  1.190 1.362748
0.2848157    50   12.2524   12.3611    0.0029     50854  1.320 1.362430
0.2848851    51   12.2771   12.3465    0.0029     52016  1.360 1.362113
0.2849546    52   12.2669   12.3685    0.0028     50110  1.190 1.361795
0.2850240    53   12.2585   12.3604    0.0026     50523  1.120 1.361478
0.2850935    54   12.2651   12.3652    0.0026     49893  1.120 1.361161
0.2851629    55   12.2700   12.3684    0.0026     49895  1.160 1.360845
0.2852324    56   12.2714   12.3674    0.0026     49921  1.160 1.360528
0.2853018    57   12.2709   12.3673    0.0026     49776  1.180 1.360212
0.2853713    58   12.2724   12.3671    0.0028     50464  1.270 1.359897
0.2854407    59   12.2746   12.3848    0.0026     49317  1.240 1.359581
0.2855101    60   12.2677   12.3740    0.0026     49572  1.140 1.359266
0.2855796    61   12.2798   12.3704    0.0024     50026  1.070 1.358951
0.2856490    62   12.2589   12.3784    0.0031     50150  1.430 1.358636
0.2857185    63   12.2912   12.3872    0.0026     49713  1.130 1.358321
0.2857879    64   12.2787   12.3863    0.0027     49118  1.150 1.358007
0.2858574    65   12.2796   12.3703    0.0031     50577  1.280 1.357693
0.2859268    66   12.2860   12.3829    0.0031     49871  1.370 1.357379
0.2859963    67   12.2930   12.3944    0.0028     49159  1.290 1.357066
0.2860657    68   12.2892   12.3899    0.0027     48985  1.210 1.356752
0.2861351    69   12.3065   12.4041    0.0027     48730  1.180 1.356439
0.2862046    70   12.2938   12.3931    0.0028     48841  1.290 1.356127
0.2862740    71   12.2988   12.3876    0.0028     49529  1.280 1.355814
0.2863435    72   12.2983   12.4012    0.0027     48584  1.150 1.355502
0.2864129    73   12.3104   12.4053    0.0027     48669  1.120 1.355190
0.2864824    74   12.2998   12.3915    0.0027     49162  1.170 1.354878
0.2865518    75   12.2972   12.3939    0.0028     49075  1.260 1.354566
