2.3192148	13.7449	
2.3192842	13.7419	
2.3193537	13.7336	
2.3194231	13.7388	
2.3194926	13.7414	
2.319562	13.7456	
2.3196315	13.7451	
2.3197009	13.7494	
2.3197704	13.7459	
2.3198398	13.7459	
2.3199092	13.7389	
2.3199787	13.7405	
2.3201176	13.7401	
2.320187	13.7456	
2.3202565	13.7416	
2.3203259	13.7516	
2.3203954	13.7522	
2.3204648	13.7533	
2.3205342	13.7604	
2.3206037	13.7572	
2.3206731	13.7605	
2.3207426	13.7639	
2.320812	13.755	
2.3208815	13.7653	
2.3209509	13.7563	
2.3210204	13.763	
2.3210898	13.7508	
2.3211592	13.7487	
2.3212287	13.7382	
2.3212981	13.7521	
2.3213676	13.7504	
2.321437	13.7419	
2.3215065	13.7417	
2.3215759	13.7452	
2.3216454	13.7496	
2.3217148	13.7475	
2.3217842	13.7485	
2.3218537	13.7371	
2.3219231	13.7524	
2.3219926	13.7477	
2.322062	13.7389	
2.3221315	13.7302	
2.3222009	13.7268	
2.3222704	13.7397	
2.3223398	13.734	
2.3224092	13.7376	
2.3224787	13.7479	
2.3225481	13.7503	
2.3226176	13.7364	
2.322687	13.7449	
2.3227565	13.759	
2.3228259	13.7655	
2.3228954	13.7617	
2.3229648	13.761	
2.3230342	13.7506	
2.3231037	13.7577	
2.3231731	13.7569	
2.3232426	13.7484	
2.323312	13.7439	
2.3233815	13.7491	
2.3234509	13.7457	
2.3235204	13.7606	
2.3235898	13.7722	
2.3236592	13.7738	
2.3237287	13.7744	
2.3237981	13.7492	
2.3238676	13.7679	
2.323937	13.7631	
2.3240065	13.7705	
2.3240759	13.771	
2.3241454	13.7792	
2.3242148	13.7716	
2.3242842	13.7753	
2.3243537	13.7783	
2.3244231	13.7722	
2.3244926	13.778	
2.324562	13.7875	
2.3246315	13.7832	
2.3247009	13.7846	
2.3247704	13.7913	
2.3248398	13.7863	
2.3249092	13.8	
2.3249787	13.7985	
2.3250481	13.8052	
2.3251176	13.8101	
2.325187	13.8089	
2.3252565	13.7985	
2.3253259	13.8116	
2.3253954	13.8039	
2.3254648	13.7965	
2.3255342	13.7965	
2.3256037	13.8154	
2.3256731	13.8208	
2.3257426	13.823	
2.325812	13.8222	
2.3258815	13.8262	
2.3259509	13.8322	
2.3260204	13.8332	
2.3260898	13.8406	
2.3261592	13.843	
2.3262287	13.8481	
2.3263676	13.8524	
2.326437	13.857	
2.3265065	13.8454	
2.3265759	13.8529	
2.3266454	13.8619	
2.3267148	13.8535	
2.3267842	13.8722	
2.3268537	13.8804	
2.3269231	13.8807	
2.3269926	13.8772	
2.3271315	13.8868	
2.3272009	13.8751	
2.3272704	13.8809	
2.3273398	13.8854	
2.3274092	13.8908	
2.3274787	13.8877	
2.3275481	13.8873	
2.3276176	13.8861	
2.327687	13.8992	
2.3277565	13.9024	
2.3278259	13.8973	
2.3278954	13.9079	
2.3279648	13.9062	
2.3280342	13.9043	
2.3281037	13.9145	
2.3281731	13.9087	
2.3282426	13.9127	
2.328312	13.9123	
2.3283815	13.9192	
2.3284509	13.9167	
2.3285204	13.9217	
2.3285898	13.9179	
2.3286592	13.9318	
2.3287287	13.9304	
2.3287981	13.9325	
2.3288676	13.9362	
2.328937	13.9314	
2.3290065	13.9477	
2.3290759	13.9476	
2.3291454	13.9474	
2.3292148	13.9401	
2.3292842	13.9434	
2.3293537	13.9559	
2.3294231	13.9497	
2.3294926	13.9519	
2.329562	13.9512	
2.3296315	13.9473	
2.3297009	13.9523	
2.3297704	13.9399	
2.3298398	13.968	
2.3299092	13.9728	
2.3299787	13.9731	
2.3300481	13.9739	
2.3301176	13.9745	
2.330187	13.9904	
2.3302565	13.9884	
2.3303259	13.9978	
2.3303954	14.0002	
2.3304648	14.0027	
2.3305342	14.0081	
2.3306037	14.0101	
2.3306731	14.0118	
2.3307426	14.0178	
2.330812	14.0175	
2.3308815	14.0303	
2.3309509	14.0442	
2.3310204	14.0429	
2.3310898	14.045	
2.3311592	14.0432	
2.3312287	14.0516	
2.3312981	14.0532	
2.3313676	14.0591	
2.331437	14.0699	
2.3315065	14.079	
2.3315759	14.0825	
2.3316454	14.0703	
2.3317148	14.0957	
2.3317842	14.102	
2.3318537	14.1141	
2.3319231	14.1143	
2.3319926	14.1252	
2.332062	14.1368	
2.3321315	14.1416	
2.3322009	14.1462	
2.3322704	14.1651	
2.3323398	14.1672	
2.3324092	14.1707	
2.3324787	14.1934	
2.3325481	14.1877	
2.3326176	14.1986	
2.332687	14.2032	
2.3327565	14.192	
2.3328259	14.2146	
2.3328954	14.2168	
2.3329648	14.2224	
2.3330342	14.2333	
2.3331037	14.2421	
2.3331731	14.2631	
2.3332426	14.2729	
2.333312	14.2685	
2.3333815	14.2803	
2.3334509	14.2905	
2.3335204	14.3078	
2.3335898	14.3107	
2.3336592	14.3244	
2.3337287	14.332	
2.3337981	14.3402	
2.3338676	14.3319	
2.333937	14.36	
2.3340065	14.3663	
2.3340759	14.3671	
2.3341454	14.3892	
2.3342148	14.3937	
2.3342842	14.4043	
2.3343537	14.4234	
2.3344231	14.4104	
2.3344926	14.4333	
2.334562	14.4384	
2.3346315	14.4401	
2.3347009	14.447	
2.3347704	14.4612	
2.3348398	14.4766	
2.3349092	14.4573	
2.3349787	14.4888	
2.3350481	14.4758	
2.3351176	14.4861	
2.335187	14.4981	
2.3352565	14.5054	
2.3353259	14.5252	
2.3353954	14.5299	
2.3354648	14.5273	
2.3355342	14.5427	
2.3356037	14.5613	
2.3356731	14.5781	
2.3357426	14.5753	
2.335812	14.5879	
2.3358815	14.6069	
2.3359509	14.6107	
2.3360204	14.5961	
2.3360898	14.6142	
2.3361592	14.6371	
2.3362287	14.6422	
2.3362981	14.6576	
2.336437	14.6693	
2.3365065	14.6603	
2.3365759	14.6429	
2.3366454	14.6688	
2.3367148	14.6801	
2.3367842	14.6982	
2.3368537	14.7088	
2.3369231	14.7177	
2.3369926	14.7415	
2.337062	14.7399	
2.3371315	14.7385	
2.3372009	14.7488	
2.3372704	14.7384	
2.3373398	14.776	
2.3374092	14.7531	
2.3374787	14.7759	
2.3375481	14.7936	
2.3376176	14.793	
2.337687	14.8036	
2.3377565	14.7909	
2.3378259	14.813	
2.3378954	14.7882	
2.3379648	14.7805	
2.3380342	14.7944	
2.3381037	14.8167	
2.3381731	14.8311	
2.3382426	14.8351	
2.338312	14.8355	
2.3383815	14.8244	
2.3384509	14.8182	
2.3385204	14.8479	
2.3385898	14.8335	
2.3386592	14.8399	
2.3387287	14.8448	
2.3387981	14.8362	
2.3388676	14.8366	
2.338937	14.8551	
2.3390065	14.8571	
2.3390759	14.8522	
2.3391454	14.8678	
2.3392148	14.8919	
2.3392842	14.8742	
2.3393537	14.8451	
2.3394231	14.8787	
2.3394926	14.8468	
2.339562	14.8746	
2.3396315	14.8601	
2.3397009	14.875	
